linha;sentido;hora;dia
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);06:35;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);07:15;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);07:50;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);08:30;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);09:05;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);10:00;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);10:35;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);11:20;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);12:45;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);13:40;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);14:25;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);15:55;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);17:25;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);18:40;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;06:10;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;07:30;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;08:00;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;08:40;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;09:35;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;10:10;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;10:50;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;12:20;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;13:15;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;14:00;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;15:30;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;17:00;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;18:15;SABADO
43402;Partida: TICEN - Plataforma D - Fpolis;20:00;SABADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);05:55;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);07:10;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);08:25;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);10:40;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);12:40;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);13:55;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);17:25;DOMINGO_FERIADO
43402;Partida: Bairro Dona Wanda - São José (Previsão de Horário);18:50;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;06:50;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;08:10;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;10:20;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;12:20;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;13:30;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;17:05;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;18:30;DOMINGO_FERIADO
43402;Partida: TICEN - Plataforma D - Fpolis;20:00;DOMINGO_FERIADO
43403;Partida: Bairro Dona Wanda - São José (Previsão de Horário);18:40;UTIL
43403;Partida: Bairro Dona Wanda - São José (Previsão de Horário);21:50;UTIL
43403;Partida: TICEN - Plataforma D - Fpolis;07:30;UTIL
920000;Partida: Bairro Egito - Antonio Carlos;06:10;UTIL
920000;Partida: Bairro Egito - Antonio Carlos;12:15;UTIL
920000;Partida: Rodoviaria - Antônio Carlos;11:35;UTIL
920000;Partida: Rodoviaria - Antônio Carlos;12:20;UTIL
920000;Partida: Rodoviaria - Antônio Carlos;17:05;UTIL
920000;Partida: Rodoviaria - Antônio Carlos;17:50;UTIL
44304;Partida: Fazendinha - Sorocaba;06:15;UTIL
44304;Partida: Fazendinha - Sorocaba;12:00;UTIL
44304;Partida: Fazendinha - Sorocaba;12:10;UTIL
44304;Partida: Fazendinha - Sorocaba;17:40;UTIL
44304;Partida: Biguaçu - Colegios;11:35;UTIL
44304;Partida: Biguaçu - Colegios;11:36;UTIL
44304;Partida: Biguaçu - Colegios;17:05;UTIL
44304;Partida: Biguaçu - Colegios;17:50;UTIL
2200;Partida: Floresta - São José;05:30;UTIL
2200;Partida: Floresta - São José;06:00;UTIL
2200;Partida: Floresta - São José;06:25;UTIL
2200;Partida: Floresta - São José;06:35;UTIL
2200;Partida: Floresta - São José;06:50;UTIL
2200;Partida: Floresta - São José;07:40;UTIL
2200;Partida: Floresta - São José;08:35;UTIL
2200;Partida: Floresta - São José;09:05;UTIL
2200;Partida: Floresta - São José;09:55;UTIL
2200;Partida: Floresta - São José;10:40;UTIL
2200;Partida: Floresta - São José;11:40;UTIL
2200;Partida: Floresta - São José;12:20;UTIL
2200;Partida: Floresta - São José;13:00;UTIL
2200;Partida: Floresta - São José;13:50;UTIL
2200;Partida: Floresta - São José;14:30;UTIL
2200;Partida: Floresta - São José;15:40;UTIL
2200;Partida: Floresta - São José;16:40;UTIL
2200;Partida: Floresta - São José;17:50;UTIL
2200;Partida: Floresta - São José;19:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;07:05;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;07:55;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;08:25;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;09:15;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;10:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;11:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;11:40;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;12:25;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;13:10;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;13:50;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;15:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;16:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;17:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;17:35;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;18:10;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;18:40;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;19:10;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;20:00;UTIL
2200;Partida: TICEN - Plataforma D - Fpolis;22:40;UTIL
2200;Partida: Floresta - São José;06:00;SABADO
2200;Partida: Floresta - São José;06:45;SABADO
2200;Partida: Floresta - São José;07:30;SABADO
2200;Partida: Floresta - São José;08:15;SABADO
2200;Partida: Floresta - São José;09:00;SABADO
2200;Partida: Floresta - São José;10:00;SABADO
2200;Partida: Floresta - São José;11:00;SABADO
2200;Partida: Floresta - São José;12:00;SABADO
2200;Partida: Floresta - São José;13:00;SABADO
2200;Partida: Floresta - São José;16:10;SABADO
2200;Partida: Floresta - São José;17:30;SABADO
2200;Partida: Floresta - São José;19:00;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;06:50;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;07:40;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;08:20;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;09:20;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;10:20;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;11:20;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;12:20;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;14:00;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;15:30;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;17:00;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;18:30;SABADO
2200;Partida: TICEN - Plataforma D - Fpolis;20:00;SABADO
2200;Partida: Floresta - São José;06:00;DOMINGO_FERIADO
2200;Partida: Floresta - São José;07:30;DOMINGO_FERIADO
2200;Partida: Floresta - São José;09:00;DOMINGO_FERIADO
2200;Partida: Floresta - São José;11:40;DOMINGO_FERIADO
2200;Partida: Floresta - São José;13:10;DOMINGO_FERIADO
2200;Partida: Floresta - São José;17:10;DOMINGO_FERIADO
2200;Partida: Floresta - São José;18:40;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;06:50;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;08:15;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;11:00;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;12:30;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;16:30;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;18:00;DOMINGO_FERIADO
2200;Partida: TICEN - Plataforma D - Fpolis;19:55;DOMINGO_FERIADO
66900;Partida: Bairro Floresta - São José;19:15;UTIL
66900;Partida: TICEN - Plataforma D - Fpolis;06:30;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);05:00;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);05:30;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);05:45;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);06:10;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);06:25;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);06:45;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);07:00;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);07:40;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);08:15;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);08:50;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);10:10;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);10:55;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);11:55;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);12:45;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);13:45;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);15:15;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);16:20;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);17:40;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);18:55;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;05:40;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;07:10;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;09:35;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;10:20;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;11:20;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;12:10;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;13:10;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;14:40;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;15:45;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;16:25;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;17:00;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;17:15;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;17:25;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;17:50;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;18:20;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;19:08;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;19:25;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;20:00;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;20:30;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;21:10;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;22:30;UTIL
76400;Partida: TICEN - Plataforma D - Fpolis;23:30;UTIL
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);05:00;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);05:50;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);06:40;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);07:25;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);08:55;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);11:45;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);12:40;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);14:00;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);17:40;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;06:55;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;08:25;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;11:15;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;12:00;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;13:30;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;17:10;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;18:30;SABADO
76400;Partida: TICEN - Plataforma D - Fpolis;19:30;SABADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);06:00;DOMINGO_FERIADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);08:00;DOMINGO_FERIADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);09:45;DOMINGO_FERIADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);11:45;DOMINGO_FERIADO
76400;Partida: Bairro Fundos - Biguaçu(Previsão de Horário);14:35;DOMINGO_FERIADO
76400;Partida: TICEN - Plataforma D - Fpolis;07:30;DOMINGO_FERIADO
76400;Partida: TICEN - Plataforma D - Fpolis;09:15;DOMINGO_FERIADO
76400;Partida: TICEN - Plataforma D - Fpolis;11:15;DOMINGO_FERIADO
76400;Partida: TICEN - Plataforma D - Fpolis;14:00;DOMINGO_FERIADO
76400;Partida: TICEN - Plataforma D - Fpolis;19:30;DOMINGO_FERIADO
44600;Partida: Governador Celso Ramos - Campo Palmas;09:30;UTIL
44600;Partida: TICEN - Plataforma D - Fpolis;08:00;UTIL
44600;Partida: TICEN - Plataforma D - Fpolis;22:50;UTIL
44700;Partida: Governador Celso Ramos;04:40;UTIL
44700;Partida: Governador Celso Ramos;05:30;UTIL
44700;Partida: Governador Celso Ramos;06:00;UTIL
44700;Partida: Governador Celso Ramos;07:10;UTIL
44700;Partida: Governador Celso Ramos;08:05;UTIL
44700;Partida: Governador Celso Ramos;11:25;UTIL
44700;Partida: Governador Celso Ramos;12:50;UTIL
44700;Partida: Governador Celso Ramos;14:00;UTIL
44700;Partida: Governador Celso Ramos;15:50;UTIL
44700;Partida: Governador Celso Ramos;16:35;UTIL
44700;Partida: Governador Celso Ramos;17:10;UTIL
44700;Partida: Governador Celso Ramos;19:00;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;05:30;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;06:25;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;09:50;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;11:20;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;12:20;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;14:00;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;15:05;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;15:40;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;17:05;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;17:30;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;18:35;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;19:20;UTIL
44700;Partida: TICEN - Plataforma D - Fpolis;20:40;UTIL
44700;Partida: Governador Celso Ramos;05:00;SABADO
44700;Partida: Governador Celso Ramos;06:20;SABADO
44700;Partida: Governador Celso Ramos;08:00;SABADO
44700;Partida: Governador Celso Ramos;10:00;SABADO
44700;Partida: Governador Celso Ramos;12:00;SABADO
44700;Partida: Governador Celso Ramos;15:00;SABADO
44700;Partida: Governador Celso Ramos;17:00;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;06:30;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;08:00;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;11:00;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;12:30;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;14:05;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;17:05;SABADO
44700;Partida: TICEN - Plataforma D - Fpolis;19:00;SABADO
44700;Partida: Governador Celso Ramos;05:30;DOMINGO_FERIADO
44700;Partida: Governador Celso Ramos;10:00;DOMINGO_FERIADO
44700;Partida: Governador Celso Ramos;12:00;DOMINGO_FERIADO
44700;Partida: Governador Celso Ramos;15:00;DOMINGO_FERIADO
44700;Partida: Governador Celso Ramos;17:00;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;08:00;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;10:00;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;12:00;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;13:30;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;17:00;DOMINGO_FERIADO
44700;Partida: TICEN - Plataforma D - Fpolis;20:00;DOMINGO_FERIADO
54600;Partida: Governador Celso Ramos;04:40;UTIL
54600;Partida: Governador Celso Ramos;05:30;UTIL
54600;Partida: Governador Celso Ramos;05:50;UTIL
54600;Partida: Governador Celso Ramos;07:00;UTIL
54600;Partida: Governador Celso Ramos;09:25;UTIL
54600;Partida: Governador Celso Ramos;11:25;UTIL
54600;Partida: Governador Celso Ramos;12:35;UTIL
54600;Partida: Governador Celso Ramos;12:50;UTIL
54600;Partida: Governador Celso Ramos;14:00;UTIL
54600;Partida: Governador Celso Ramos;15:15;UTIL
54600;Partida: Governador Celso Ramos;18:00;UTIL
54600;Partida: Governador Celso Ramos;20:00;UTIL
54600;Partida: Governador Celso Ramos;21:00;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);06:00;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);06:50;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);08:20;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);10:15;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);11:30;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);11:45;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);12:40;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);14:10;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);14:30;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);16:05;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);17:30;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);19:00;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);21:05;UTIL
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);22:20;UTIL
54600;Partida: Governador Celso Ramos;07:00;SABADO
54600;Partida: Viaduto Janaína - Biguaçu (Previsão de Horário);06:00;SABADO
54600;Partida: Governador Celso Ramos;21:00;DOMINGO_FERIADO
44201;Partida: Rua Heriberto Hulse - São José;11:30;UTIL
900020;Partida: Janaina(Mar das Pedras);06:55;UTIL
900020;Partida: Biguaçu_Colegio Eloisa;11:36;UTIL
900020;Partida: Biguaçu_Colegio Eloisa;12:20;UTIL
900020;Partida: Biguaçu_Colegio Eloisa;17:36;UTIL
900020;Partida: Biguaçu_Colegio Eloisa;18:21;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;05:10;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;06:10;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;07:10;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;08:15;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;12:25;UTIL
75900;Partida: TICEN - Plataforma C - Fpolis;12:00;UTIL
75900;Partida: TICEN - Plataforma C - Fpolis;17:15;UTIL
75900;Partida: TICEN - Plataforma C - Fpolis;18:35;UTIL
75900;Partida: Bairro Jardim das Acácias - São José;06:30;SABADO
75900;Partida: Bairro Jardim das Acácias - São José;08:00;SABADO
75900;Partida: TICEN - Plataforma C - Fpolis;07:30;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);05:00;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);05:20;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);05:40;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);05:55;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:15;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:30;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:40;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:55;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);07:25;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);07:40;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);08:10;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);08:50;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);09:30;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);10:15;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);11:00;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);11:55;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);12:45;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);13:25;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);14:00;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);14:15;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);14:50;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);15:25;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);16:15;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);16:40;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);17:00;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);17:20;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);18:00;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);18:45;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);19:30;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);21:05;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);21:50;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);23:20;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;06:20;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;06:55;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;07:40;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;08:25;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;09:00;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;09:50;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;10:30;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;11:25;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;12:15;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;12:55;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;13:35;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;14:20;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;14:55;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;15:45;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;16:10;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;16:30;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;16:55;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;17:30;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;17:50;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;18:15;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;18:45;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;19:00;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;19:20;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;19:40;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;20:40;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;21:25;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;22:35;UTIL
43400;Partida: TICEN - Plataforma C - Fpolis;23:30;UTIL
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);05:50;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:15;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);06:40;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);07:05;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);07:30;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);08:00;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);08:45;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);09:40;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);10:40;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);11:40;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);12:05;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);12:35;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);13:30;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);13:55;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);14:25;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);15:15;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);16:35;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);17:30;SABADO
43400;Partida: Bairro Jardim Janaina (Previsão de Horário);18:15;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;06:40;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;07:05;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;07:35;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;08:20;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;09:15;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;10:15;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;11:15;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;11:35;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;12:10;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;13:00;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;13:30;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;14:00;SABADO
43400;Partida: TICEN - Plataforma C - Fpolis;14:50;SABADO
