empresa;codigo;nome;detalhe;executivo;url
fenix;174;Saco Grande via João Paulo;;False;https://www.consorciofenix.com.br/horarios/saco-grande-via-joao-paulo,174
fenix;V-174;Saco Grande via João Paulo / Barreira do Janga;;False;https://www.consorciofenix.com.br/horarios/saco-grande-via-joao-paulo-barreira-do-janga,V-174
fenix;177;Santa Mônica;;False;https://www.consorciofenix.com.br/horarios/santa-monica,177
fenix;179;Serrinha;;False;https://www.consorciofenix.com.br/horarios/serrinha,179
fenix;155;Sol Nascente;;False;https://www.consorciofenix.com.br/horarios/sol-nascente,155
fenix;470;Tapera / TITRI;;False;https://www.consorciofenix.com.br/horarios/tapera-titri,470
fenix;180;TITRI / Pantanal via Carvoeira;;False;https://www.consorciofenix.com.br/horarios/titri-pantanal-via-carvoeira,180
fenix;366;Barra do Sambaqui via Padre Rohr;;False;https://www.consorciofenix.com.br/horarios/barra-do-sambaqui-via-padre-rohr,366
fenix;181;Cacupé / João Paulo;;False;https://www.consorciofenix.com.br/horarios/cacupe-joao-paulo,181
fenix;940;Canasvieiras / Santo Antônio via Jurerê;;False;https://www.consorciofenix.com.br/horarios/canasvieiras-santo-antonio-via-jurere,940
fenix;273;Circular Ratones;;False;https://www.consorciofenix.com.br/horarios/circular-ratones,273
fenix;271;Daniela;;False;https://www.consorciofenix.com.br/horarios/daniela,271
fenix;272;Jurerê;;False;https://www.consorciofenix.com.br/horarios/jurere,272
fenix;365;Sambaqui;;False;https://www.consorciofenix.com.br/horarios/sambaqui,365
fenix;230;TICAN / Gama D'Eça via TITRI;;False;https://www.consorciofenix.com.br/horarios/tican-gama-deca-via-titri,230
fenix;224;TICAN / TITRI via Virgílio Várzea;;False;https://www.consorciofenix.com.br/horarios/tican-titri-via-virgilio-varzea,224
fenix;235;TICAN / UFSC via Beira Mar;;False;https://www.consorciofenix.com.br/horarios/tican-ufsc-via-beira-mar,235
fenix;233;TICAN / UFSC via Santa Mônica;;False;https://www.consorciofenix.com.br/horarios/tican-ufsc-via-santa-monica,233
fenix;210;TICAN / TICEN Direto;;False;https://www.consorciofenix.com.br/horarios/tican-ticen-direto,210
fenix;221;TICAN / TICEN via Mauro Ramos;;False;https://www.consorciofenix.com.br/horarios/tican-ticen-via-mauro-ramos,221
fenix;231;TICAN / TICEN via TITRI;;False;https://www.consorciofenix.com.br/horarios/tican-ticen-via-titri,231
fenix;840;TICAN / TILAG via Barra da Lagoa;;False;https://www.consorciofenix.com.br/horarios/tican-tilag-via-barra-da-lagoa,840
fenix;132;TITRI / TICEN via Gama D'Eça / H.I;;False;https://www.consorciofenix.com.br/horarios/titri-ticen-via-gama-deca-hi,132
fenix;850;TILAG / Rio Vermelho via Cidade da Barra;;False;https://www.consorciofenix.com.br/horarios/tilag-rio-vermelho-via-cidade-da-barra,850
fenix;320;TILAG / TICEN via Beira Mar;;False;https://www.consorciofenix.com.br/horarios/tilag-ticen-via-beira-mar,320
fenix;330;TILAG / TICEN via Mauro Ramos;;False;https://www.consorciofenix.com.br/horarios/tilag-ticen-via-mauro-ramos,330
fenix;841;TILAG / TIRIO;;False;https://www.consorciofenix.com.br/horarios/tilag-tirio,841
fenix;843;TILAG / TIRIO via LIC;;False;https://www.consorciofenix.com.br/horarios/tilag-tirio-via-lic,843
fenix;845;TILAG / TITRI via Córrego Grande;;False;https://www.consorciofenix.com.br/horarios/tilag-titri-via-corrego-grande,845
fenix;333;TILAG / TITRI via Madre Benvenuta;;False;https://www.consorciofenix.com.br/horarios/tilag-titri-via-madre-benvenuta,333
fenix;410;TIRIO / TICEN Direto;;False;https://www.consorciofenix.com.br/horarios/tirio-ticen-direto,410
fenix;430;TIRIO / TICEN via Costeira;;False;https://www.consorciofenix.com.br/horarios/tirio-ticen-via-costeira,430
fenix;847;TIRIO / TITRI via UFSC;;False;https://www.consorciofenix.com.br/horarios/tirio-titri-via-ufsc,847
fenix;212;TISAN / TICEN Direto;;False;https://www.consorciofenix.com.br/horarios/tisan-ticen-direto,212
fenix;332;TISAN / TICEN via Beira Mar;;False;https://www.consorciofenix.com.br/horarios/tisan-ticen-via-beira-mar,332
fenix;331;TISAN / TICEN via Mauro Ramos;;False;https://www.consorciofenix.com.br/horarios/tisan-ticen-via-mauro-ramos,331
fenix;110;TITRI / TICEN Direto;;False;https://www.consorciofenix.com.br/horarios/titri-ticen-direto,110
fenix;131;TITRI / TICEN via Gama D'Eça;;False;https://www.consorciofenix.com.br/horarios/titri-ticen-via-gama-deca,131
fenix;133;TITRI / TICEN via Mauro Ramos;;False;https://www.consorciofenix.com.br/horarios/titri-ticen-via-mauro-ramos,133
fenix;560;Armação;;False;https://www.consorciofenix.com.br/horarios/armacao,560
fenix;561;Caieira da Barra do Sul;;False;https://www.consorciofenix.com.br/horarios/caieira-da-barra-do-sul,561
fenix;462;Campeche;;False;https://www.consorciofenix.com.br/horarios/campeche,462
fenix;562;Costa de Cima;;False;https://www.consorciofenix.com.br/horarios/costa-de-cima,562
fenix;V-562;Costa de Cima via Costa de Dentro;;False;https://www.consorciofenix.com.br/horarios/costa-de-cima-via-costa-de-dentro,V-562
fenix;563;Costa de Dentro;;False;https://www.consorciofenix.com.br/horarios/costa-de-dentro,563
fenix;V-563;Costa de Dentro via Costa de Cima;;False;https://www.consorciofenix.com.br/horarios/costa-de-dentro-via-costa-de-cima,V-563
fenix;473;Morro das Pedras via Eucaliptos;;False;https://www.consorciofenix.com.br/horarios/morro-das-pedras-via-eucaliptos,473
fenix;474;Morro das Pedras via Gramal;;False;https://www.consorciofenix.com.br/horarios/morro-das-pedras-via-gramal,474
fenix;564;Pântano do Sul;;False;https://www.consorciofenix.com.br/horarios/pantano-do-sul,564
fenix;565;Ribeirão da Ilha;;False;https://www.consorciofenix.com.br/horarios/ribeirao-da-ilha,565
fenix;469;Tapera / TIRIO;;False;https://www.consorciofenix.com.br/horarios/tapera-tirio,469
fenix;477;TIRIO / Aeroporto via Tapera;;False;https://www.consorciofenix.com.br/horarios/tirio-aeroporto-via-tapera,477
fenix;V-468;TIRIO / Multihospital via Aeroporto;;False;https://www.consorciofenix.com.br/horarios/tirio-multihospital-via-aeroporto,V-468
fenix;468;TIRIO / Multihospital;;False;https://www.consorciofenix.com.br/horarios/tirio-multihospital,468
fenix;360;Barra da Lagoa;;False;https://www.consorciofenix.com.br/horarios/barra-da-lagoa,360
fenix;V-360;Barra da Lagoa via Terminal Lacustre;;False;https://www.consorciofenix.com.br/horarios/barra-da-lagoa-via-terminal-lacustre,V-360
fenix;362;Canto dos Araçás;;False;https://www.consorciofenix.com.br/horarios/canto-dos-aracas,362
fenix;363;Joaquina;;False;https://www.consorciofenix.com.br/horarios/joaquina,363
fenix;364;Osni Ortiga;;False;https://www.consorciofenix.com.br/horarios/osni-ortiga,364
jotur;353;ALTO ARIRIU / PONTE DO IMARUIM VIA LOTEAMENTO SCHUTZ/ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=353&nome=ALTO+ARIRIU+%2F+PONTE+DO+IMARUIM+VIA+LOTEAMENTO+SCHUTZ%2FANICETO+ZACCHI
jotur;0355;ARIRIU / FLORIANÓPOLIS VIA PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0355&nome=ARIRIU+%2F+FLORIAN%C3%93POLIS+VIA+PONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;0384;ARIRIU / FLORIANÓPOLIS VIA PONTE DO IMARUIM/IVO SILVEIRA (EXECUTIVO);;True;https://www2.jotur.com.br/linhas/?linha=0384&nome=ARIRIU+%2F+FLORIAN%C3%93POLIS+VIA+PONTE+DO+IMARUIM%2FIVO+SILVEIRA+%28EXECUTIVO%29
jotur;09;ARIRIU FORMIGA / COLÉGIO ENSEADA VIA PONTAL/PRAIA DE FORA/MARIVONE;;False;https://www2.jotur.com.br/linhas/?linha=09&nome=ARIRIU+FORMIGA+%2F+COL%C3%89GIO+ENSEADA+VIA+PONTAL%2FPRAIA+DE+FORA%2FMARIVONE
jotur;3036;ARIRIU FORMIGA / COLÉGIO JOÃO SILVEIRA (ARIRIU) VIA GUARDA;;False;https://www2.jotur.com.br/linhas/?linha=3036&nome=ARIRIU+FORMIGA+%2F+COL%C3%89GIO+JO%C3%83O+SILVEIRA+%28ARIRIU%29+VIA+GUARDA
jotur;6751;ARIRIU FORMIGA / FPOLIS VIA GUARDA/BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=6751&nome=ARIRIU+FORMIGA+%2F+FPOLIS+VIA+GUARDA%2FBR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;0362;BARRA / FLORIANÓPOLIS VIA PACHECOS/PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0362&nome=BARRA+%2F+FLORIAN%C3%93POLIS+VIA+PACHECOS%2FPONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;03616;BARRA / FPOLIS VIA PCH/MIRIAM/BR 101/HOSP/ IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=03616&nome=BARRA+%2F+FPOLIS+VIA+PCH%2FMIRIAM%2FBR+101%2FHOSP%2F+IVO+SILVEIRA
jotur;03611;BARRA / FPOLIS VIA RIO GRANDE/CENTRO PH/BR 101/HOSP REG/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=03611&nome=BARRA+%2F+FPOLIS+VIA+RIO+GRANDE%2FCENTRO+PH%2FBR+101%2FHOSP+REG%2FIVO+SILVEIRA
jotur;03615;BARRA / FPOLIS VIA RIO GRANDE/CENTRO PH/BR 101/VIA EXPRESSA/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=03615&nome=BARRA+%2F+FPOLIS+VIA+RIO+GRANDE%2FCENTRO+PH%2FBR+101%2FVIA+EXPRESSA%2FIVO+SILV
jotur;0369;BARRA / FPOLIS VIA RIO GRANDE/PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0369&nome=BARRA+%2F+FPOLIS+VIA+RIO+GRANDE%2FPONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;213;BARRA / PALHOÇA (PRAÇA) VIA RIO GRANDE;;False;https://www2.jotur.com.br/linhas/?linha=213&nome=BARRA+%2F+PALHO%C3%87A+%28PRA%C3%87A%29+VIA+RIO+GRANDE
jotur;223;BARRA / PALHOÇA VIA PACHECOS;;False;https://www2.jotur.com.br/linhas/?linha=223&nome=BARRA+%2F+PALHO%C3%87A+VIA+PACHECOS
jotur;222;BARRA / PONTE DO IMARUIM VIA PACHECOS/ELZA LUCHI;;False;https://www2.jotur.com.br/linhas/?linha=222&nome=BARRA+%2F+PONTE+DO+IMARUIM+VIA+PACHECOS%2FELZA+LUCHI
jotur;0270;BARRA DO ARIRIU / BARREIROS VIA PACHECOS/RIO GRANDE/MARGINAL BR 101;;False;https://www2.jotur.com.br/linhas/?linha=0270&nome=BARRA+DO+ARIRIU+%2F+BARREIROS+VIA+PACHECOS%2FRIO+GRANDE%2FMARGINAL+BR+101
jotur;403;BELA VISTA / COLEGIO CLAUDETE VIA ANICETO ZACCHI/PONTE DO IMARUIM;;False;https://www2.jotur.com.br/linhas/?linha=403&nome=BELA+VISTA+%2F+COLEGIO+CLAUDETE+VIA+ANICETO+ZACCHI%2FPONTE+DO+IMARUIM
jotur;4034;BELA VISTA / COLÉGIO CLAUDETE VIA ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=4034&nome=BELA+VISTA+%2F+COL%C3%89GIO+CLAUDETE+VIA+ANICETO+ZACCHI
jotur;71613;BELA VISTA / FLORIANÓPOLIS VIA BR 101/HOSPITAL REGIONAL/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=71613&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FHOSPITAL+REGIONAL%2FIVO+SILVEIRA
jotur;71610;BELA VISTA / FLORIANÓPOLIS VIA BR 101/VIA EXPRESSA (DIRETO);;False;https://www2.jotur.com.br/linhas/?linha=71610&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FVIA+EXPRESSA+%28DIRETO%29
jotur;7165;BELA VISTA / FLORIANÓPOLIS VIA BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7165&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+BR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;7169;BELA VISTA / FLORIANÓPOLIS VIA MARGINAL BR 101/VIA EXPRESSA;;False;https://www2.jotur.com.br/linhas/?linha=7169&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+MARGINAL+BR+101%2FVIA+EXPRESSA
jotur;7161;BELA VISTA / FLORIANÓPOLIS VIA PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7161&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+PONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;7166;BELA VISTA / FLORIANÓPOLIS VIA PORTAL/BR 101/HOSP REG/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7166&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+PORTAL%2FBR+101%2FHOSP+REG%2FIVO+SILVEIRA
jotur;7164;BELA VISTA / FLORIANÓPOLIS VIA PORTAL/BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7164&nome=BELA+VISTA+%2F+FLORIAN%C3%93POLIS+VIA+PORTAL%2FBR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;7162;BELA VISTA / FPOLIS VIA CENTRO DE PALHOÇA/BR 101/VIA EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7162&nome=BELA+VISTA+%2F+FPOLIS+VIA+CENTRO+DE+PALHO%C3%87A%2FBR+101%2FVIA+EXP%2FIVO+SILVEIRA
jotur;71615;BELA VISTA / FPOLIS VIA CENTRO DE PALHOÇA/MARG BR101/HOSP REG/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=71615&nome=BELA+VISTA+%2F+FPOLIS+VIA+CENTRO+DE+PALHO%C3%87A%2FMARG+BR101%2FHOSP+REG%2FIVO+SILV
jotur;71614;BELA VISTA / FPOLIS VIA P.IMARUIM/SÃO JOSÉ/IVO SILVEIRA /EXECUTIVO;;True;https://www2.jotur.com.br/linhas/?linha=71614&nome=BELA+VISTA+%2F+FPOLIS+VIA+P.IMARUIM%2FS%C3%83O+JOS%C3%89%2FIVO+SILVEIRA+%2FEXECUTIVO
jotur;7163;BELA VISTA / FPOLIS VIA PORTAL/PONTE DO IMARUIM/SÃO JOSÉ/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7163&nome=BELA+VISTA+%2F+FPOLIS+VIA+PORTAL%2FPONTE+DO+IMARUIM%2FS%C3%83O+JOS%C3%89%2FIVO+SILVEIRA
jotur;7168;BELA VISTA / FPOLIS VIA UPA/CENTRO PH/MARG BR 101/EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=7168&nome=BELA+VISTA+%2F+FPOLIS+VIA+UPA%2FCENTRO+PH%2FMARG+BR+101%2FEXP%2FIVO+SILVEIRA
jotur;40311;BELA VISTA / PONTE DO IMARUIM VIA ESCOLA MUNICIPAL/ANICETO ZACCHI;;False;https://www2.jotur.com.br/linhas/?linha=40311&nome=BELA+VISTA+%2F+PONTE+DO+IMARUIM+VIA+ESCOLA+MUNICIPAL%2FANICETO+ZACCHI
jotur;11340;BELA VISTA / SHOPPING CONTINENTE VIA PONTE DO IMARUIM/MARG BR 101;;False;https://www2.jotur.com.br/linhas/?linha=11340&nome=BELA+VISTA+%2F+SHOPPING+CONTINENTE+VIA+PONTE+DO+IMARUIM%2FMARG+BR+101
jotur;8800;Biguaçu / Palhoça (Empresa Biguaçu);;False;https://www2.jotur.com.br/linhas/?linha=8800&nome=Bigua%C3%A7u+%2F+Palho%C3%A7a+%28Empresa+Bigua%C3%A7u%29
jotur;02811;C.NOVO / FPOLIS VIA T.NOVA/JARDINS/B.VISTA/RUA PARANÁ/P.IMAR/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=02811&nome=C.NOVO+%2F+FPOLIS+VIA+T.NOVA%2FJARDINS%2FB.VISTA%2FRUA+PARAN%C3%81%2FP.IMAR%2FIVO+SILV
jotur;1331;CD IMPERATRIZ / BIGUAÇU VIA MARGINAL BR 101;;False;https://www2.jotur.com.br/linhas/?linha=1331&nome=CD+IMPERATRIZ+%2F+BIGUA%C3%87U+VIA+MARGINAL+BR+101
jotur;6203;CID UNIV CIRC VIA AQUÁRIUS/PALHOÇA/P.IMARUIM/ELDORADO/IFSC;;False;https://www2.jotur.com.br/linhas/?linha=6203&nome=CID+UNIV+CIRC+VIA+AQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FELDORADO%2FIFSC
jotur;6208;CID UNIV CIRC VIA AQUÁRIUS/PALHOÇA/P.IMARUIM/ELDORADO/TECNOPARK;;False;https://www2.jotur.com.br/linhas/?linha=6208&nome=CID+UNIV+CIRC+VIA+AQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FELDORADO%2FTECNOPARK
jotur;6202;CID UNIV CIRC VIA AQUÁRIUS/PALHOÇA/P.IMARUIM/SENAI/ELDORADO/IFSC;;False;https://www2.jotur.com.br/linhas/?linha=6202&nome=CID+UNIV+CIRC+VIA+AQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FSENAI%2FELDORADO%2FIFSC
jotur;11350;CID UNIV CIRC VIA AQUÁRIUS/PALHOÇA/P.IMARUIM/SHOP CONTINENTE/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=11350&nome=CID+UNIV+CIRC+VIA+AQU%C3%81RIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FSHOP+CONTINENTE%2FELDORADO
jotur;6209;CID UNIV CIRC VIA AQUÁRIUS/PALHOÇA/PONTE DO IMARUIM/SENAI/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=6209&nome=CID+UNIV+CIRC+VIA+AQU%C3%81RIUS%2FPALHO%C3%87A%2FPONTE+DO+IMARUIM%2FSENAI%2FELDORADO
jotur;6531;CIDADE UNIVERSITÁRIA / FLORIANÓPOLIS VIA AQUÁRIUS/FAZENDA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=6531&nome=CIDADE+UNIVERSIT%C3%81RIA+%2F+FLORIAN%C3%93POLIS+VIA+AQU%C3%81RIUS%2FFAZENDA%2FIVO+SILVEIRA
jotur;620;CIDADE UNIVERSITÁRIA CIRC VIA AQUARIUS/PALHOÇA/P.IMARUIM/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=620&nome=CIDADE+UNIVERSIT%C3%81RIA+CIRC+VIA+AQUARIUS%2FPALHO%C3%87A%2FP.IMARUIM%2FELDORADO
jotur;3038;COLÉGIO JOÃO SILVEIRA (ARIRIU) / COLÉGIO DA GUARDA;;False;https://www2.jotur.com.br/linhas/?linha=3038&nome=COL%C3%89GIO+JO%C3%83O+SILVEIRA+%28ARIRIU%29+%2F+COL%C3%89GIO+DA+GUARDA
jotur;11150;ENSEADA / FLORIANÓPOLIS VIA MARG BR 101/VIA EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=11150&nome=ENSEADA+%2F+FLORIAN%C3%93POLIS+VIA+MARG+BR+101%2FVIA+EXPRESSA%2FIVO+SILVEIRA
jotur;11120;ENSEADA / FPOLIS VIA MARIVONE/PRAIA DE FORA/CENTRO PH/P.IMARUIM/I.SILV;;False;https://www2.jotur.com.br/linhas/?linha=11120&nome=ENSEADA+%2F+FPOLIS+VIA+MARIVONE%2FPRAIA+DE+FORA%2FCENTRO+PH%2FP.IMARUIM%2FI.SILV
jotur;11371;ENSEADA / SHOPPING CONTINENTE VIA MARIVONE/PONTAL/PONTE DO IMARUIM;;False;https://www2.jotur.com.br/linhas/?linha=11371&nome=ENSEADA+%2F+SHOPPING+CONTINENTE+VIA+MARIVONE%2FPONTAL%2FPONTE+DO+IMARUIM
jotur;11370;ENSEADA / SHOPPING CONTINENTE VIA MARIVONE/PONTE DO IMARUIM;;False;https://www2.jotur.com.br/linhas/?linha=11370&nome=ENSEADA+%2F+SHOPPING+CONTINENTE+VIA+MARIVONE%2FPONTE+DO+IMARUIM
jotur;6330;ENT DO ELDORADO/FLORIANÓPOLIS VIA ELDORADO/MARG BR 101/VIA EXP/I.SILV;;False;https://www2.jotur.com.br/linhas/?linha=6330&nome=ENT+DO+ELDORADO%2FFLORIAN%C3%93POLIS+VIA+ELDORADO%2FMARG+BR+101%2FVIA+EXP%2FI.SILV
jotur;0250;ENT ELD / FPOLIS VIA ELDORADO/CID UNIV/AQUÁRIUS/FAZ/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0250&nome=ENT+ELD+%2F+FPOLIS+VIA+ELDORADO%2FCID+UNIV%2FAQU%C3%81RIUS%2FFAZ%2FIVO+SILVEIRA
jotur;62012;ENT ELD CIRC VIA ELD/CID UNIV/AQU/PALHOÇA/P.IMAR/ELD/SENAI/CID UNIV;;False;https://www2.jotur.com.br/linhas/?linha=62012&nome=ENT+ELD+CIRC+VIA+ELD%2FCID+UNIV%2FAQU%2FPALHO%C3%87A%2FP.IMAR%2FELD%2FSENAI%2FCID+UNIV
jotur;62014;ENT ELD CIRC VIA ELD/CID UNIV/PALHOÇA/P.IMAR/ELD/CID UNIV/IFSC;;False;https://www2.jotur.com.br/linhas/?linha=62014&nome=ENT+ELD+CIRC+VIA+ELD%2FCID+UNIV%2FPALHO%C3%87A%2FP.IMAR%2FELD%2FCID+UNIV%2FIFSC
jotur;11353;ENT ELD CIRC VIA ELD/IFSC/CID UNIV/AQUÁRIUS/PH/P.IMAR/ELDO/SHOP CONT;;False;https://www2.jotur.com.br/linhas/?linha=11353&nome=ENT+ELD+CIRC+VIA+ELD%2FIFSC%2FCID+UNIV%2FAQU%C3%81RIUS%2FPH%2FP.IMAR%2FELDO%2FSHOP+CONT
jotur;62013;ENT ELD CIRC VIA ELDORADO/IFSC/CID UNIV/AQU/PALHOÇA/P.IMAR/ELD/SENAI;;False;https://www2.jotur.com.br/linhas/?linha=62013&nome=ENT+ELD+CIRC+VIA+ELDORADO%2FIFSC%2FCID+UNIV%2FAQU%2FPALHO%C3%87A%2FP.IMAR%2FELD%2FSENAI
jotur;6535;ENT ELDORADO / FPOLIS VIA ELD/IFSC/CID UNIV/AQUÁRIUS/FAZ/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=6535&nome=ENT+ELDORADO+%2F+FPOLIS+VIA+ELD%2FIFSC%2FCID+UNIV%2FAQU%C3%81RIUS%2FFAZ%2FIVO+SILVEIRA
jotur;6534;ENT ELDORADO / FPOLIS VIA ELDORADO/CID UNIV/AQUÁRIUS/FAZENDA/IVO SIL;;False;https://www2.jotur.com.br/linhas/?linha=6534&nome=ENT+ELDORADO+%2F+FPOLIS+VIA+ELDORADO%2FCID+UNIV%2FAQU%C3%81RIUS%2FFAZENDA%2FIVO+SIL
jotur;03617;ENT PACHECOS / FPOLIS VIA PCH/PEDREGAL/PF BARRA/RG/PH/BR/HR/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=03617&nome=ENT+PACHECOS+%2F+FPOLIS+VIA+PCH%2FPEDREGAL%2FPF+BARRA%2FRG%2FPH%2FBR%2FHR%2FIVO+SILV
jotur;0366;ENT. DO PACHECOS / HR VIA/PACHECOS/RIO GRANDE/CENTRO PH/P.IMARUIM;;False;https://www2.jotur.com.br/linhas/?linha=0366&nome=ENT.+DO+PACHECOS+%2F+HR+VIA%2FPACHECOS%2FRIO+GRANDE%2FCENTRO+PH%2FP.IMARUIM
jotur;6204;ENTRADA DO ELDORADO CIRC VIA ELD/CID UNIV/AQU/PALHOÇA/P.IMAR/ELDORADO;;False;https://www2.jotur.com.br/linhas/?linha=6204&nome=ENTRADA+DO+ELDORADO+CIRC+VIA+ELD%2FCID+UNIV%2FAQU%2FPALHO%C3%87A%2FP.IMAR%2FELDORADO
jotur;03613;ENTRADA VILA NOVA / FPOLIS VIA MIRIAM/BR 101/EXPRESSA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=03613&nome=ENTRADA+VILA+NOVA+%2F+FPOLIS+VIA+MIRIAM%2FBR+101%2FEXPRESSA%2FIVO+SILVEIRA
jotur;8801;Executivo Biguaçu / Palhoça;;True;https://www2.jotur.com.br/linhas/?linha=8801&nome=Executivo+Bigua%C3%A7u+%2F+Palho%C3%A7a
jotur;0260;FLORIANÓPOLIS / ÁREA INDUSTRIAL VIA IVO SILVEIRA/FAZENDA SANTO ANTÔNIO;;False;https://www2.jotur.com.br/linhas/?linha=0260&nome=FLORIAN%C3%93POLIS+%2F+%C3%81REA+INDUSTRIAL+VIA+IVO+SILVEIRA%2FFAZENDA+SANTO+ANT%C3%94NIO
jotur;0359;FORMIGA / FPOLIS VIA GUARDA/ARIRIU/PONTE DO IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0359&nome=FORMIGA+%2F+FPOLIS+VIA+GUARDA%2FARIRIU%2FPONTE+DO+IMARUIM%2FIVO+SILVEIRA
jotur;6755;FORMIGA / SHOPPING CONTINENTE VIA GUARDA/M.QUADROS/ARIRIU/P.IMARUIM;;False;https://www2.jotur.com.br/linhas/?linha=6755&nome=FORMIGA+%2F+SHOPPING+CONTINENTE+VIA+GUARDA%2FM.QUADROS%2FARIRIU%2FP.IMARUIM
jotur;0350;GUARDA / FPOLIS VIA FORMIGA/GUARDA/ARIRIU/BR 101/VIA EXP/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0350&nome=GUARDA+%2F+FPOLIS+VIA+FORMIGA%2FGUARDA%2FARIRIU%2FBR+101%2FVIA+EXP%2FIVO+SILVEIRA
jotur;0352;GUARDA / FPOLIS VIA FORMIGA/GUARDA/ARIRIU/P.IMARUIM/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=0352&nome=GUARDA+%2F+FPOLIS+VIA+FORMIGA%2FGUARDA%2FARIRIU%2FP.IMARUIM%2FIVO+SILVEIRA
jotur;6754;GUARDA TAB / FPOLIS VIA CENTRO PH/BR 101/IVO SILV;;False;https://www2.jotur.com.br/linhas/?linha=6754&nome=GUARDA+TAB+%2F+FPOLIS+VIA+CENTRO+PH%2FBR+101%2FIVO+SILV
jotur;0356;GUARDA TABULEIRO/ SHOP CONT VIA FORMIGA/BR 101/CENTRO PH/P.IMA/MARG BR;;False;https://www2.jotur.com.br/linhas/?linha=0356&nome=GUARDA+TABULEIRO%2F+SHOP+CONT+VIA+FORMIGA%2FBR+101%2FCENTRO+PH%2FP.IMA%2FMARG+BR
jotur;2020;HOSPITAL REGIONAL / FLORIANÓPOLIS VIA IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=2020&nome=HOSPITAL+REGIONAL+%2F+FLORIAN%C3%93POLIS+VIA+IVO+SILVEIRA
jotur;6536;IFSC / FLORIANÓPOLIS VIA CID UNIV/AQUÁRIUS/FAZENDA/IVO SILVEIRA;;False;https://www2.jotur.com.br/linhas/?linha=6536&nome=IFSC+%2F+FLORIAN%C3%93POLIS+VIA+CID+UNIV%2FAQU%C3%81RIUS%2FFAZENDA%2FIVO+SILVEIRA
